i,Qual,tx,ty,o1x,o1y,o2x,o2y,o3x,o3y,px,py,pz,qx,qy,qz,qw
423,5,-6.3965,-12.1654,-8.02751,-15.6674,-8.08272,-15.7843,-12.8433,-25.8668,20.0489,47.2493,51.6835,0.0255468,0.977761,-0.204023,-0.0413054
424,8,-6.14223,-12.0771,-8.02751,-15.6674,-8.08272,-15.7843,-12.8433,-25.8668,20.1268,47.2964,51.7827,0.0258064,0.97771,-0.20441,-0.0404312
425,5,-5.51087,-12.6393,-7.1187,-15.7512,-7.17182,-15.8691,-11.7489,-26.0258,21.3828,47.4649,51.9697,0.0329927,0.977824,-0.202042,-0.0441717
426,8,-5.28843,-12.4054,-7.1187,-15.7512,-7.17182,-15.8691,-11.7489,-26.0258,21.2351,47.4326,51.892,0.0318302,0.977685,-0.20329,-0.0423246
427,5,-4.79801,-13.239,-6.97645,-15.7092,-7.02895,-15.827,-11.5517,-25.9752,22.7127,47.6432,52.1677,0.0401767,0.977868,-0.199661,-0.047909
428,8,-4.79801,-13.239,-6.97645,-15.7092,-7.02895,-15.827,-11.5517,-25.9752,22.7127,47.6432,52.1677,0.0401767,0.977868,-0.199661,-0.047909
429,5,-4.19479,-13.4423,-6.26277,-15.8824,-6.31418,-16.0014,-10.7427,-26.2472,23.7167,47.7492,52.3105,0.045912,0.977629,-0.199023,-0.0502356
430,8,-3.52237,-13.2622,-6.26277,-15.8824,-6.31418,-16.0014,-10.7427,-26.2472,23.8034,47.7824,52.3817,0.045914,0.977576,-0.200004,-0.0472911
431,5,-3.04756,-13.565,-5.62943,-15.7405,-5.67832,-15.8593,-9.88599,-26.0836,24.9594,47.8691,52.5084,0.0531273,0.977248,-0.198942,-0.05086
432,8,-3.40345,-13.6826,-5.62943,-15.7405,-5.67832,-15.8593,-9.88599,-26.0836,24.8642,47.8703,52.4737,0.0516455,0.977352,-0.198377,-0.0525602
433,5,-2.39406,-13.9102,-4.33784,-15.8949,-4.38389,-16.0151,-8.34712,-26.3578,26.2556,47.9664,52.6505,0.060337,0.976855,-0.197867,-0.0544254
434,8,-2.39406,-13.9102,-4.33784,-15.8949,-4.38389,-16.0151,-8.34712,-26.3578,26.2556,47.9664,52.6505,0.060337,0.976855,-0.197867,-0.0544254
435,5,-2.3486,-14.5691,-3.60194,-16.472,-3.64894,-16.5949,-7.69998,-27.1842,27.1833,48.0212,52.7786,0.0658343,0.976844,-0.194857,-0.0589249
436,8,-2.68439,-14.7278,-3.60194,-16.472,-3.64894,-16.5949,-7.69998,-27.1842,27.2673,48.0345,52.8096,0.0663241,0.976854,-0.193972,-0.0610888
437,0,-2.13516,-15.2534,-3.60194,-16.472,-3.64894,-16.5949,-7.69998,-27.1842,28.2435,48.0838,52.9249,0.0713277,0.976775,-0.191835,-0.0634209
438,8,-2.13516,-15.2534,-3.27047,-16.1626,-3.31492,-16.2844,-7.14119,-26.7764,28.2435,48.0838,52.9249,0.0713277,0.976775,-0.191835,-0.0634209
439,0,-1.57648,-15.8744,-3.27047,-16.1626,-3.31492,-16.2844,-7.14119,-26.7764,28.8928,48.0841,52.9639,0.0758222,0.976946,-0.189205,-0.0634745
440,5,-1.47214,-14.7956,-2.54557,-16.4806,-2.58963,-16.6041,-6.38615,-27.2474,29.5293,48.1383,53.1537,0.0787856,0.975483,-0.194402,-0.0665946
441,8,-1.47214,-14.7956,-2.54557,-16.4806,-2.58963,-16.6041,-6.38615,-27.2474,29.5293,48.1383,53.1537,0.0787856,0.975483,-0.194402,-0.0665946
442,5,-1.11701,-15.5835,-2.03529,-16.4259,-2.07762,-16.5495,-5.72388,-27.1972,30.3597,48.1279,53.1965,0.0840781,0.975578,-0.190952,-0.0686772
443,8,-0.977434,-15.7995,-2.03529,-16.4259,-2.07762,-16.5495,-5.72388,-27.1972,30.438,48.153,53.2568,0.0843309,0.975781,-0.189944,-0.0682691
444,5,-1.00358,-16.3114,-1.50354,-16.5842,-1.54519,-16.7088,-5.1348,-27.4399,31.0995,48.1407,53.3114,0.0895384,0.975559,-0.187629,-0.0711502
445,8,-0.60987,-16.4,-1.50354,-16.5842,-1.54519,-16.7088,-5.1348,-27.4399,31.3086,48.1159,53.2455,0.0893668,0.97563,-0.187494,-0.0707567
446,5,-0.674628,-16.9257,-1.19412,-16.5988,-1.23498,-16.7235,-4.75563,-27.4749,32.1696,48.1122,53.3701,0.0955682,0.975206,-0.185061,-0.0747793
447,8,-0.487038,-16.8724,-1.19412,-16.5988,-1.23498,-16.7235,-4.75563,-27.4749,32.1637,48.1208,53.3994,0.0947423,0.975297,-0.185307,-0.0740284
448,0,-0.455855,-17.4814,-1.19412,-16.5988,-1.23498,-16.7235,-4.75563,-27.4749,33.2527,48.1076,53.5268,0.101764,0.974724,-0.182616,-0.0787974
449,8,-0.455855,-17.4814,-1.0282,-16.8744,-1.07003,-17.0003,-4.67801,-27.8606,33.2527,48.1076,53.5268,0.101764,0.974724,-0.182616,-0.0787974
450,8,-0.568803,-17.9901,-1.0282,-16.8744,-1.07003,-17.0003,-4.67801,-27.8606,33.4909,48.0762,53.4723,0.103702,0.974827,-0.180297,-0.0803259
451,0,-0.476772,-18.3295,-1.0282,-16.8744,-1.07003,-17.0003,-4.67801,-27.8606,34.0259,48.0879,53.5926,0.107217,0.97458,-0.178782,-0.0820668
452,8,-0.476772,-18.3295,-0.687686,-17.0585,-0.729518,-17.1853,-4.33964,-28.1294,34.0259,48.0879,53.5926,0.107217,0.97458,-0.178782,-0.0820668
453,0,-0.274632,-17.5758,-0.687686,-17.0585,-0.729518,-17.1853,-4.33964,-28.1294,34.5135,48.0496,53.6273,0.109755,0.973457,-0.182514,-0.0838095
454,5,0.00820184,-17.6304,-0.548364,-17.169,-0.590381,-17.2964,-4.21773,-28.2876,35.2247,47.9597,53.5897,0.114166,0.972756,-0.182576,-0.0858947
455,8,0.0767598,-18.1598,-0.548364,-17.169,-0.590381,-17.2964,-4.21773,-28.2876,34.7637,48.0237,53.6504,0.111796,0.973796,-0.179929,-0.0827631
456,5,-0.44174,-18.6884,-0.146935,-17.2236,-0.188099,-17.3513,-3.74252,-28.3818,34.9479,48.0076,53.6557,0.11656,0.973522,-0.177428,-0.0847811
457,8,-0.097981,-17.6611,-0.146935,-17.2236,-0.188099,-17.3513,-3.74252,-28.3818,35.6605,47.9046,53.5666,0.118573,0.972031,-0.182635,-0.0879779
458,8,0.108049,-19.3042,-0.146935,-17.2236,-0.188099,-17.3513,-3.74252,-28.3818,35.9149,47.9228,53.6838,0.121321,0.973216,-0.174922,-0.0867963
459,8,0.108049,-19.3042,0.286398,-17.6629,0.244161,-17.7925,-3.40816,-29.0048,35.9149,47.9228,53.6838,0.121321,0.973216,-0.174922,-0.0867963
460,0,0.0313275,-18.4856,0.286398,-17.6629,0.244161,-17.7925,-3.40816,-29.0048,36.3439,47.857,53.6565,0.12451,0.971841,-0.178933,-0.0894772
461,5,0.0647838,-18.8839,0.255063,-17.828,0.211876,-17.9583,-3.52478,-29.2295,36.5062,47.8366,53.6538,0.12697,0.971845,-0.177232,-0.0893599
462,8,0.932754,-18.7658,0.255063,-17.828,0.211876,-17.9583,-3.52478,-29.2295,36.7583,47.8189,53.6754,0.126487,0.97195,-0.178263,-0.0868175
463,8,0.489921,-19.3178,0.255063,-17.828,0.211876,-17.9583,-3.52478,-29.2295,36.9526,47.7807,53.6464,0.12943,0.97184,-0.17553,-0.089242
464,5,0.478258,-20.229,0.529621,-17.7818,0.487453,-17.9121,-3.16058,-29.1796,37.4294,47.743,53.6789,0.133939,0.971839,-0.171457,-0.0905028
465,8,1.56089,-20.5093,0.529621,-17.7818,0.487453,-17.9121,-3.16058,-29.1796,37.3561,47.7433,53.638,0.131908,0.972721,-0.170828,-0.0850453
466,5,1.13142,-20.6122,0.80924,-17.8158,0.767687,-17.9464,-2.8277,-29.2398,37.8989,47.6684,53.6022,0.138369,0.971537,-0.170608,-0.0886739
467,8,0.511481,-21.1526,0.80924,-17.8158,0.767687,-17.9464,-2.8277,-29.2398,37.9459,47.7023,53.7142,0.138444,0.971801,-0.167378,-0.0917602
468,5,0.384793,-20.8787,0.884897,-17.8456,0.843403,-17.9763,-2.74731,-29.2843,38.3718,47.6309,53.6338,0.144229,0.970473,-0.169255,-0.0934445
469,8,0.893163,-20.7431,0.884897,-17.8456,0.843403,-17.9763,-2.74731,-29.2843,38.5817,47.5742,53.5572,0.144822,0.970299,-0.170377,-0.0922975
470,4,0.563989,-20.6623,0.947133,-17.8877,0.905595,-18.0186,-2.68942,-29.3449,39.0106,47.5239,53.5132,0.150009,0.969105,-0.171125,-0.0951251
471,8,0.563989,-20.6623,1.23734,-18.0831,1.1956,-18.2149,-2.41912,-29.6268,39.0106,47.5239,53.5132,0.150009,0.969105,-0.171125,-0.0951251
472,0,-0.329415,-22.5292,1.23734,-18.0831,1.1956,-18.2149,-2.41912,-29.6268,39.2858,47.5445,53.6011,0.154443,0.96962,-0.161949,-0.0987821
473,5,-0.25308,-22.975,-1.25747,-18.8901,-1.31043,-19.0236,-5.91038,-30.6113,39.6168,47.5404,53.5926,0.158402,0.969213,-0.160529,-0.0988197
474,8,0.00506878,-22.418,-1.25747,-18.8901,-1.31043,-19.0236,-5.91038,-30.6113,39.4115,47.5433,53.6121,0.155309,0.969447,-0.162878,-0.0975854
475,0,-0.349239,-23.3827,-1.25747,-18.8901,-1.31043,-19.0236,-5.91038,-30.6113,39.8197,47.5379,53.5873,0.162359,0.968789,-0.159106,-0.0988555
476,8,-0.349239,-23.3827,-14.8451,-18.7433,-14.9343,-18.8668,-22.7927,-29.7501,39.8197,47.5379,53.5873,0.162359,0.968789,-0.159106,-0.0988555
477,5,-0.492809,-23.5532,-22.2633,-18.7814,-22.3714,-18.8989,-32.0652,-29.442,39.985,47.5554,53.5793,0.165047,0.968333,-0.158716,-0.0994974
478,8,-0.894864,-24.5982,-22.2633,-18.7814,-22.3714,-18.8989,-32.0652,-29.442,40.0685,47.5767,53.6363,0.165194,0.968964,-0.153412,-0.101409
479,5,-1.06529,-24.5725,-22.8671,-18.9583,-22.9774,-19.076,-32.9015,-29.6551,40.1252,47.5873,53.6354,0.167239,0.968521,-0.153732,-0.101803
480,8,-0.534616,-23.7653,-22.8671,-18.9583,-22.9774,-19.076,-32.9015,-29.6551,40.2328,47.5816,53.5673,0.167733,0.967869,-0.158325,-0.100138
481,4,-1.06236,-24.6291,-23.09,-19.1883,-23.2019,-19.3065,-33.2875,-29.9593,40.3263,47.625,53.6321,0.169284,0.968074,-0.154051,-0.102198
482,5,-1.09613,-25.0606,-23.202,-19.3031,-23.3148,-19.4216,-33.4812,-30.1112,40.3482,47.6483,53.5904,0.170513,0.968158,-0.152446,-0.101763
483,8,-1.31852,-25.4982,-23.202,-19.3031,-23.3148,-19.4216,-33.4812,-30.1112,40.3875,47.6621,53.6717,0.17057,0.968421,-0.15002,-0.102763
484,0,-1.13645,-25.4785,-23.202,-19.3031,-23.3148,-19.4216,-33.4812,-30.1112,40.3654,47.6667,53.5577,0.171742,0.968238,-0.15084,-0.101329
485,8,-1.13645,-25.4785,-23.2719,-19.373,-23.3851,-19.4917,-33.6012,-30.2036,40.3654,47.6667,53.5577,0.171742,0.968238,-0.15084,-0.101329
486,4,-0.990041,-25.1873,-23.4334,-19.3883,-23.5471,-19.5069,-33.8098,-30.2167,40.3757,47.7232,53.6502,0.171492,0.968119,-0.152341,-0.100645
487,5,-1.39554,-25.1303,-23.5526,-19.3995,-23.6666,-19.5181,-33.9638,-30.2262,40.3378,47.7423,53.6548,0.171575,0.967917,-0.152321,-0.102455
488,4,-1.84456,-25.0783,-23.7129,-19.4704,-23.8277,-19.5891,-34.1971,-30.3156,40.2723,47.7754,53.6627,0.171658,0.967712,-0.152301,-0.104264
489,4,-1.7228,-26.1539,-23.5734,-19.4087,-23.6876,-19.5273,-33.9941,-30.2379,40.1474,47.7984,53.6048,0.172243,0.968564,-0.147746,-0.101916
490,8,-1.7228,-26.1539,-23.7897,-19.5043,-23.9048,-19.6231,-34.3089,-30.3584,40.1474,47.7984,53.6048,0.172243,0.968564,-0.147746,-0.101916
491,5,-1.90046,-25.713,-23.8439,-19.7018,-23.96,-19.8212,-34.4692,-30.6263,39.9606,47.8644,53.6731,0.170117,0.968615,-0.149461,-0.102498
492,8,-1.85398,-25.0915,-23.8439,-19.7018,-23.96,-19.8212,-34.4692,-30.6263,39.9561,47.8922,53.7164,0.169852,0.968196,-0.152397,-0.102574
493,0,-2.22481,-25.2566,-23.8439,-19.7018,-23.96,-19.8212,-34.4692,-30.6263,39.6802,47.9633,53.7755,0.167989,0.968659,-0.151176,-0.10308
494,8,-2.22481,-25.2566,-24.2027,-20.0195,-24.3211,-20.1397,-35.0659,-31.0442,39.6802,47.9633,53.7755,0.167989,0.968659,-0.151176,-0.10308
495,0,-1.98834,-25.2616,-24.2027,-20.0195,-24.3211,-20.1397,-35.0659,-31.0442,39.4498,47.9904,53.7385,0.165951,0.969194,-0.151316,-0.101129
496,5,-2.15014,-24.5691,-0.848821,-21.2641,-0.912757,-21.4066,-6.5151,-33.8839,39.0852,48.0486,53.7565,0.162119,0.969379,-0.154115,-0.101345
497,8,-1.96062,-24.5833,-0.848821,-21.2641,-0.912757,-21.4066,-6.5151,-33.8839,39.2063,48.0361,53.745,0.162649,0.969298,-0.154286,-0.101004
498,5,-1.73231,-24.1618,-1.43867,-21.5014,-1.50544,-21.6443,-7.36233,-34.1803,38.7341,48.1107,53.8181,0.157291,0.970158,-0.155865,-0.0987909
499,8,-2.20793,-23.8957,-1.43867,-21.5014,-1.50544,-21.6443,-7.36233,-34.1803,38.7987,48.0943,53.7706,0.158285,0.969542,-0.15691,-0.101559
500,5,-1.49336,-23.89,-1.76776,-21.3793,-1.83482,-21.5216,-7.7156,-33.9971,38.7838,48.0968,53.7739,0.155107,0.97027,-0.157176,-0.0990672
501,8,-1.59043,-23.7315,-1.76776,-21.3793,-1.83482,-21.5216,-7.7156,-33.9971,38.2047,48.1943,53.9002,0.151926,0.970982,-0.157438,-0.0965739
502,5,-0.791388,-23.2825,-1.74097,-21.317,-1.80765,-21.459,-7.65289,-33.9129,37.7305,48.2097,53.8304,0.145959,0.971981,-0.159709,-0.0918755
503,8,-0.637888,-23.1463,-1.74097,-21.317,-1.80765,-21.459,-7.65289,-33.9129,37.6607,48.1917,53.7531,0.146302,0.971891,-0.160649,-0.0906414
504,0,-0.19156,-22.8135,-1.74097,-21.317,-1.80765,-21.459,-7.65289,-33.9129,37.1105,48.2298,53.7391,0.139984,0.972919,-0.16197,-0.0871713
505,8,-0.19156,-22.8135,-1.9043,-21.2261,-1.97097,-21.3678,-7.81402,-33.7806,37.1105,48.2298,53.7391,0.139984,0.972919,-0.16197,-0.0871713
506,0,0.726651,-22.8854,-1.9043,-21.2261,-1.97097,-21.3678,-7.81402,-33.7806,36.7209,48.2582,53.6916,0.134926,0.974107,-0.161987,-0.0816748
507,5,0.423918,-22.4058,-1.16835,-20.8124,-1.23089,-20.953,-6.70165,-33.2495,36.5094,48.2821,53.7249,0.131221,0.974197,-0.163586,-0.0834338
508,0,-0.100205,-21.8958,-1.16835,-20.8124,-1.23089,-20.953,-6.70165,-33.2495,36.144,48.3234,53.7823,0.127513,0.974268,-0.165183,-0.0851913
509,5,0.912295,-21.5281,1.14842,-20.5719,1.09357,-20.7129,-3.69847,-33.0325,35.5734,48.3528,53.7456,0.118983,0.97554,-0.166902,-0.0794289
510,8,1.16807,-21.2975,1.14842,-20.5719,1.09357,-20.7129,-3.69847,-33.0325,35.7362,48.3592,53.7711,0.120604,0.975158,-0.168346,-0.0786234
511,5,2.39183,-20.9552,1.34766,-20.1961,1.2953,-20.3358,-3.27347,-32.5272,35.1753,48.3701,53.6986,0.109858,0.97663,-0.169813,-0.0727246
512,8,2.03017,-21.1674,1.34766,-20.1961,1.2953,-20.3358,-3.27347,-32.5272,35.0873,48.3779,53.7145,0.11044,0.976704,-0.168603,-0.0736577
513,5,3.16806,-20.9818,1.93833,-19.9843,1.88872,-20.1235,-2.43712,-32.2657,34.8075,48.3799,53.679,0.101118,0.977904,-0.169249,-0.0695242
514,8,3.30376,-20.5878,1.93833,-19.9843,1.88872,-20.1235,-2.43712,-32.2657,34.3901,48.3855,53.5972,0.0990962,0.977951,-0.171254,-0.0668146
515,4,3.45669,-20.7349,2.50205,-19.8221,2.45487,-19.961,-1.65769,-32.0708,33.8982,48.3863,53.5637,0.0917859,0.979001,-0.169877,-0.0653834
516,5,4.38288,-20.7316,2.80904,-19.7322,2.76318,-19.871,-1.23253,-31.9626,33.2083,48.3823,53.5347,0.0830141,0.980262,-0.169448,-0.0590195
517,8,4.73472,-20.1458,2.80904,-19.7322,2.76318,-19.871,-1.23253,-31.9626,33.4407,48.4278,53.6467,0.084654,0.979633,-0.172557,-0.0581192
518,0,5.50795,-20.7469,2.80904,-19.7322,2.76318,-19.871,-1.23253,-31.9626,32.6662,48.3791,53.5118,0.0742324,0.981405,-0.169,-0.0526486
519,8,5.50795,-20.7469,3.57046,-19.6194,3.52735,-19.7581,-0.229635,-31.845,32.6662,48.3791,53.5118,0.0742324,0.981405,-0.169,-0.0526486
520,5,6.17701,-18.8212,8.28889,-24.2361,8.23551,-24.3936,3.48943,-38.3997,30.9534,48.3263,53.3252,0.0567567,0.981596,-0.176981,-0.0438947
521,8,6.45298,-18.2526,8.28889,-24.2361,8.23551,-24.3936,3.48943,-38.3997,31.8744,48.3636,53.4568,0.0615392,0.980578,-0.180128,-0.0472647
522,8,7.68255,-16.9736,5.56833,-17.7368,5.54072,-17.8694,3.14659,-29.3627,29.9037,48.2939,53.2108,0.0392558,0.981348,-0.184883,-0.0351213
523,0,7.92974,-17.2704,5.56833,-17.7368,5.54072,-17.8694,3.14659,-29.3627,29.3424,48.289,53.2494,0.0342519,0.982033,-0.182888,-0.0314634
524,0,7.92974,-17.2704,5.74365,-17.0463,5.54072,-17.8694,3.68951,-28.425,29.3424,48.289,53.2494,0.0342519,0.982033,-0.182888,-0.0314634
