Right Eye Position (x,y,z),Right Eye Forward Vector (x,y,z),Head Position (x,y,z),Head Rotation axis (x,y,z),Head Rotation angle ,Relative intersection (x,y,z) ,Absolute intersection (x,y,z) ,Interacted Object ID,timeStamp in ms
3.11338,-1.86418,-2.19643,-0.24297,-0.0774148,0.96694,21.8618,25.6949,71.0627,0.0700374,0.981779,0.176649,194.134,0.373941,1.26031,0,21.177,32.2256,2,1,4433
3.12087,-1.88227,-2.19629,-0.231613,-0.104827,0.967143,21.8873,25.8187,70.9661,0.067022,0.979711,0.188878,193.957,0.373941,1.26031,0,21.177,32.2256,2,1,4449
3.12537,-1.89631,-2.19691,-0.224802,-0.126103,0.96621,21.9064,26.0148,71.0476,0.0622447,0.978633,0.195966,193.673,0.373941,1.26031,0,21.177,32.2256,2,1,4483
3.12537,-1.89631,-2.19691,-0.224802,-0.126103,0.96621,21.9064,26.0148,71.0476,0.0622447,0.978633,0.195966,193.673,0.373941,1.26031,0,21.177,32.2256,2,1,4483
3.12537,-1.89631,-2.19691,-0.224802,-0.126103,0.96621,21.9064,26.0148,71.0476,0.0622447,0.978633,0.195966,193.673,0.373941,1.26031,0,21.177,32.2256,2,1,4483
3.12537,-1.89631,-2.19691,-0.224802,-0.126103,0.96621,21.9064,26.0148,71.0476,0.0622447,0.978633,0.195966,193.673,0.373941,1.26031,0,21.177,32.2256,2,1,4500
3.13225,-1.91983,-2.19885,-0.214375,-0.161747,0.963266,21.8812,26.1237,71.2849,0.0543831,0.977063,0.205888,193.213,0.373941,1.26031,0,21.177,32.2256,2,1,4534
3.13428,-1.9297,-2.20014,-0.211302,-0.176694,0.961317,21.8754,26.1507,71.293,0.0532648,0.977336,0.204884,193.285,0.373941,1.26031,0,21.177,32.2256,2,1,4550
3.13428,-1.9297,-2.20014,-0.211302,-0.176694,0.961317,21.8754,26.1507,71.293,0.0532648,0.977336,0.204884,193.285,0.373941,1.26031,0,21.177,32.2256,2,1,4550
3.13428,-1.9297,-2.20014,-0.211302,-0.176694,0.961317,21.8754,26.1507,71.293,0.0532648,0.977336,0.204884,193.285,0.373941,1.26031,0,21.177,32.2256,2,1,4567
3.13738,-1.93698,-2.20084,-0.206598,-0.18772,0.960249,21.8045,26.1663,71.4382,0.0460218,0.977544,0.205646,192.759,0.373941,1.26031,0,21.177,32.2256,2,1,4600
3.13883,-1.94371,-2.20189,-0.204408,-0.197927,0.958667,21.749,26.1579,71.1736,0.043698,0.97694,0.208994,192.754,0.373941,1.26031,0,21.177,32.2256,2,1,4617
3.13883,-1.94371,-2.20189,-0.204408,-0.197927,0.958667,21.749,26.1579,71.1736,0.043698,0.97694,0.208994,192.754,0.373941,1.26031,0,21.177,32.2256,2,1,4617
3.14083,-1.94535,-2.20181,-0.20138,-0.20041,0.958792,21.6839,26.0577,71.3438,0.0402397,0.978084,0.204287,192.149,0.373941,1.26031,0,21.177,32.2256,2,1,4634
3.14083,-1.94535,-2.20181,-0.20138,-0.20041,0.958792,21.6839,26.0577,71.3438,0.0402397,0.978084,0.204287,192.149,0.373941,1.26031,0,21.177,32.2256,2,1,4667
3.14166,-1.94471,-2.2015,-0.200117,-0.199439,0.959259,21.6343,25.8984,71.2995,0.036063,0.979438,0.198498,192.305,0.373941,1.26031,0,21.177,32.2256,2,1,4683
3.14166,-1.94471,-2.2015,-0.200117,-0.199439,0.959259,21.6343,25.8984,71.2995,0.036063,0.979438,0.198498,192.305,0.373941,1.26031,0,21.177,32.2256,2,1,4683
3.14166,-1.94471,-2.2015,-0.200117,-0.199439,0.959259,21.6343,25.8984,71.2995,0.036063,0.979438,0.198498,192.305,0.373941,1.26031,0,21.177,32.2256,2,1,4700
3.14382,-1.94098,-2.20029,-0.196849,-0.193786,0.961092,21.6229,25.8489,71.1678,0.0342957,0.980146,0.195286,192.487,0.373941,1.26031,0,21.177,32.2256,2,1,4733
3.14467,-1.93522,-2.19898,-0.195564,-0.185052,0.963074,21.5435,25.3647,70.8623,0.0254951,0.986977,0.158828,192.708,0.890652,-0.553627,0,23.149,31.5676,2,1,4750
3.14467,-1.93522,-2.19898,-0.195564,-0.185052,0.963074,21.5435,25.3647,70.8623,0.0254951,0.986977,0.158828,192.708,0.890652,-0.553627,0,23.149,31.5676,2,1,4750
3.14467,-1.93522,-2.19898,-0.195564,-0.185052,0.963074,21.5435,25.3647,70.8623,0.0254951,0.986977,0.158828,192.708,0.890652,-0.553627,0,23.149,31.5676,2,1,4750
3.14762,-1.92476,-2.19647,-0.191093,-0.169211,0.966877,21.528,25.008,70.7384,0.0215525,0.988573,0.149192,192.543,2.27092,0.131592,0,23.074,31.0969,2,1,4783
3.14762,-1.92476,-2.19647,-0.191093,-0.169211,0.966877,21.528,25.008,70.7384,0.0215525,0.988573,0.149192,192.543,2.27092,0.131592,0,23.074,31.0969,2,1,4800
3.14762,-1.92476,-2.19647,-0.191093,-0.169211,0.966877,21.528,25.008,70.7384,0.0215525,0.988573,0.149192,192.543,2.27092,0.131592,0,23.074,31.0969,2,1,4800
3.15137,-1.90619,-2.19277,-0.185398,-0.141081,0.972483,21.5373,24.468,70.7161,0.0180851,0.991869,0.12597,191.749,-0.317305,0.31072,0,23.6827,29.4441,2,1,4817
3.15404,-1.86645,-2.18775,-0.181363,-0.0808556,0.980087,21.5318,24.1176,70.4936,0.0169322,0.993919,0.108808,192.746,1.50978,0.113482,0,22.3128,31.0788,2,1,4850
3.15404,-1.86645,-2.18775,-0.181363,-0.0808556,0.980087,21.5318,24.1176,70.4936,0.0169322,0.993919,0.108808,192.746,1.50978,0.113482,0,22.3128,31.0788,2,1,4867
3.15404,-1.86645,-2.18775,-0.181363,-0.0808556,0.980087,21.5318,24.1176,70.4936,0.0169322,0.993919,0.108808,192.746,1.50978,0.113482,0,22.3128,31.0788,2,1,4867
3.15404,-1.86645,-2.18775,-0.181363,-0.0808556,0.980087,21.5318,24.1176,70.4936,0.0169322,0.993919,0.108808,192.746,1.50978,0.113482,0,22.3128,31.0788,2,1,4883
3.15661,-1.84078,-2.18568,-0.177463,-0.0419603,0.983233,21.5825,23.4037,70.4457,0.0165536,0.996104,0.0866173,191.181,916.985,37.0725,0,22.4874,25.5759,0,0,4917
3.15938,-1.79026,-2.18499,-0.173272,0.0345778,0.984267,21.7145,22.5595,70.1572,0.0152428,0.998641,0.0498477,191.379,-0.245659,0.530296,0,23.7543,29.6636,2,1,4933
3.15938,-1.79026,-2.18499,-0.173272,0.0345778,0.984267,21.7145,22.5595,70.1572,0.0152428,0.998641,0.0498477,191.379,-0.245659,0.530296,0,23.7543,29.6636,2,1,4933
3.15938,-1.79026,-2.18499,-0.173272,0.0345778,0.984267,21.7145,22.5595,70.1572,0.0152428,0.998641,0.0498477,191.379,-0.245659,0.530296,0,23.7543,29.6636,2,1,4950
3.16386,-1.76544,-2.18557,-0.166487,0.0721793,0.983398,21.8103,21.9519,70.1323,0.0123272,0.999876,0.00976835,191.006,-0.245659,0.530296,0,23.7543,29.6636,2,1,4983
3.16386,-1.76544,-2.18557,-0.166487,0.0721793,0.983398,21.8103,21.9519,70.1323,0.0123272,0.999876,0.00976835,191.006,-0.245659,0.530296,0,23.7543,29.6636,2,1,4983
3.16386,-1.76544,-2.18557,-0.166487,0.0721793,0.983398,21.8103,21.9519,70.1323,0.0123272,0.999876,0.00976835,191.006,-0.245659,0.530296,0,23.7543,29.6636,2,1,4983
3.1699,-1.73747,-2.18723,-0.15733,0.114563,0.980878,21.8524,21.8135,69.9669,0.0100029,0.99986,0.0134397,190.947,-0.634785,0.633686,0,23.3652,29.767,2,1,5016
3.1699,-1.73747,-2.18723,-0.15733,0.114563,0.980878,21.8524,21.8135,69.9669,0.0100029,0.99986,0.0134397,190.947,-0.634785,0.633686,0,23.3652,29.767,2,1,5033
3.17486,-1.71004,-2.19024,-0.149813,0.156124,0.97631,22.1022,21.0663,69.955,0.0066667,0.999951,-0.00732234,189.804,0.447769,0.107182,0,24.4478,29.2405,2,1,5050
3.17486,-1.71004,-2.19024,-0.149813,0.156124,0.97631,22.1022,21.0663,69.955,0.0066667,0.999951,-0.00732234,189.804,0.447769,0.107182,0,24.4478,29.2405,2,1,5050
3.18204,-1.68065,-2.19457,-0.138935,0.200661,0.969759,22.3244,20.6892,69.7782,0.00340803,0.999385,-0.0348899,189.17,0.0307466,0.879902,0,24.6201,28.5,1.03075,1,5066
3.18204,-1.68065,-2.19457,-0.138935,0.200661,0.969759,22.3244,20.6892,69.7782,0.00340803,0.999385,-0.0348899,189.17,0.0307466,0.879902,0,24.6201,28.5,1.03075,1,5100
3.19338,-1.65527,-2.19881,-0.121755,0.239103,0.96333,22.4904,20.4885,69.6869,0.00223771,0.999175,-0.0405615,188.078,-0.721909,0.419926,0,24.9066,30.2334,2,1,5116
3.19338,-1.65527,-2.19881,-0.121755,0.239103,0.96333,22.4904,20.4885,69.6869,0.00223771,0.999175,-0.0405615,188.078,-0.721909,0.419926,0,24.9066,30.2334,2,1,5116
3.20915,-1.63455,-2.2025,-0.0978581,0.270498,0.957734,22.6841,20.3352,69.8194,0.00302305,0.999322,-0.0367043,186.758,1.09614,0.148186,0,25.0277,33.0028,2,1,5133
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.9044,20.3342,69.5801,0.00220708,0.998675,-0.0514185,185.805,1.09614,0.148186,0,25.0277,33.0028,2,1,5166
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.9044,20.3342,69.5801,0.00220708,0.998675,-0.0514185,185.805,1.09614,0.148186,0,25.0277,33.0028,2,1,5183
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.9044,20.3342,69.5801,0.00220708,0.998675,-0.0514185,185.805,1.09614,0.148186,0,25.0277,33.0028,2,1,5183
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.9044,20.3342,69.5801,0.00220708,0.998675,-0.0514185,185.805,1.09614,0.148186,0,25.0277,33.0028,2,1,5200
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.9737,20.4408,69.4878,0.00589024,0.999146,-0.0408968,185.163,1.09614,0.148186,0,25.0277,33.0028,2,1,5233
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.9737,20.4408,69.4878,0.00589024,0.999146,-0.0408968,185.163,1.09614,0.148186,0,25.0277,33.0028,2,1,5233
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.9737,20.4408,69.4878,0.00589024,0.999146,-0.0408968,185.163,1.09614,0.148186,0,25.0277,33.0028,2,1,5233
3.24269,-1.61235,-2.20664,-0.0470471,0.304133,0.951467,22.8713,20.7068,69.4777,0.0204699,0.998818,-0.0440913,184.87,1.09614,0.148186,0,25.0277,33.0028,2,1,5250
3.24269,-1.61235,-2.20664,-0.0470471,0.304133,0.951467,22.8713,20.7068,69.4777,0.0204699,0.998818,-0.0440913,184.87,1.09614,0.148186,0,25.0277,33.0028,2,1,5283
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.6847,20.8356,69.3697,0.0179747,0.999426,-0.0287166,187.614,1.09614,0.148186,0,25.0277,33.0028,2,1,5299
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.6847,20.8356,69.3697,0.0179747,0.999426,-0.0287166,187.614,1.09614,0.148186,0,25.0277,33.0028,2,1,5299
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,22.2874,21.0569,69.4901,0.0261824,0.999547,-0.0148337,190.254,1.09614,0.148186,0,25.0277,33.0028,2,1,5316
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,21.7153,21.2997,69.6962,0.037011,0.99922,-0.0137372,193.324,1.09614,0.148186,0,25.0277,33.0028,2,1,5349
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,21.7153,21.2997,69.6962,0.037011,0.99922,-0.0137372,193.324,1.09614,0.148186,0,25.0277,33.0028,2,1,5366
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,21.7153,21.2997,69.6962,0.037011,0.99922,-0.0137372,193.324,1.09614,0.148186,0,25.0277,33.0028,2,1,5366
3.19562,-1.49811,-2.2599,-0.118361,0.477232,0.87077,21.7153,21.2997,69.6962,0.037011,0.99922,-0.0137372,193.324,1.09614,0.148186,0,25.0277,33.0028,2,1,5383
3.16547,-1.66217,-2.20128,-0.164043,0.228656,0.959587,20.1094,21.8862,69.7767,0.0637255,0.997895,-0.0120314,203.481,1.09614,0.148186,0,25.0277,33.0028,2,1,5416
3.16547,-1.66217,-2.20128,-0.164043,0.228656,0.959587,20.1094,21.8862,69.7767,0.0637255,0.997895,-0.0120314,203.481,1.09614,0.148186,0,25.0277,33.0028,2,1,5433
3.16547,-1.66217,-2.20128,-0.164043,0.228656,0.959587,20.1094,21.8862,69.7767,0.0637255,0.997895,-0.0120314,203.481,1.09614,0.148186,0,25.0277,33.0028,2,1,5433
3.12597,-1.67239,-2.20694,-0.223895,0.213163,0.951016,19.6302,21.9968,70.4349,0.074597,0.997212,0.00187903,205.758,1.09614,0.148186,0,25.0277,33.0028,2,1,5449
3.12597,-1.67239,-2.20694,-0.223895,0.213163,0.951016,19.6302,21.9968,70.4349,0.074597,0.997212,0.00187903,205.758,1.09614,0.148186,0,25.0277,33.0028,2,1,5483
3.12597,-1.67239,-2.20694,-0.223895,0.213163,0.951016,19.6302,21.9968,70.4349,0.074597,0.997212,0.00187903,205.758,1.09614,0.148186,0,25.0277,33.0028,2,1,5483
3.12597,-1.67239,-2.20694,-0.223895,0.213163,0.951016,19.6302,21.9968,70.4349,0.074597,0.997212,0.00187903,205.758,1.09614,0.148186,0,25.0277,33.0028,2,1,5483
3.12597,-1.67239,-2.20694,-0.223895,0.213163,0.951016,19.6302,21.9968,70.4349,0.074597,0.997212,0.00187903,205.758,1.09614,0.148186,0,25.0277,33.0028,2,1,5499
3.04731,-1.68883,-2.22724,-0.34307,0.188258,0.920251,18.7817,22.3365,70.3933,0.0874483,0.996121,0.00983827,211.118,1.09614,0.148186,0,25.0277,33.0028,2,1,5533
3.01481,-1.69207,-2.2397,-0.392315,0.183348,0.901373,18.6323,22.3871,70.427,0.0887393,0.996036,0.00606332,211.976,1.09614,0.148186,0,25.0277,33.0028,2,1,5550
3.01481,-1.69207,-2.2397,-0.392315,0.183348,0.901373,18.6323,22.3871,70.427,0.0887393,0.996036,0.00606332,211.976,1.09614,0.148186,0,25.0277,33.0028,2,1,5550
3.01481,-1.69207,-2.2397,-0.392315,0.183348,0.901373,18.6323,22.3871,70.427,0.0887393,0.996036,0.00606332,211.976,1.09614,0.148186,0,25.0277,33.0028,2,1,5567
2.99163,-1.69669,-2.2494,-0.427441,0.176347,0.886677,18.6139,22.4133,70.4081,0.0891724,0.995966,0.0100433,211.854,1.09614,0.148186,0,25.0277,33.0028,2,1,5600
2.97448,-1.69713,-2.2579,-0.453427,0.175679,0.873808,18.6833,22.4149,70.3929,0.0874309,0.996104,0.0115309,211.097,1.09614,0.148186,0,25.0277,33.0028,2,1,5617
2.97448,-1.69713,-2.2579,-0.453427,0.175679,0.873808,18.6833,22.4149,70.3929,0.0874309,0.996104,0.0115309,211.097,1.09614,0.148186,0,25.0277,33.0028,2,1,5617
2.97448,-1.69713,-2.2579,-0.453427,0.175679,0.873808,18.6833,22.4149,70.3929,0.0874309,0.996104,0.0115309,211.097,1.09614,0.148186,0,25.0277,33.0028,2,1,5633
2.97467,-1.69958,-2.25731,-0.453129,0.17197,0.8747,18.9233,22.3823,70.5012,0.0802262,0.996693,0.01292,209.028,1.63533,0.256937,0,22.4384,31.2222,2,1,5667
2.97467,-1.69958,-2.25731,-0.453129,0.17197,0.8747,18.9233,22.3823,70.5012,0.0802262,0.996693,0.01292,209.028,1.63533,0.256937,0,22.4384,31.2222,2,1,5683
2.97467,-1.69958,-2.25731,-0.453129,0.17197,0.8747,18.9233,22.3823,70.5012,0.0802262,0.996693,0.01292,209.028,1.63533,0.256937,0,22.4384,31.2222,2,1,5683
2.98116,-1.69932,-2.25404,-0.443301,0.172365,0.879644,19.2052,22.4058,70.3126,0.074456,0.997149,0.0122462,206.939,0.0883536,0.502388,0,24.3777,31.4191,1.50239,1,5700
2.99141,-1.6997,-2.24892,-0.42777,0.17179,0.887413,19.518,22.2905,70.4458,0.0625643,0.997829,0.0205564,204.696,0.0883536,0.502388,0,24.3777,31.4191,1.50239,1,5733
3.00484,-1.7024,-2.24212,-0.407419,0.167693,0.897713,19.6231,22.3377,70.2132,0.0601162,0.998136,0.0105001,204.167,-0.851763,-0.480654,0,25.0214,31.4527,2,1,5750
3.00484,-1.7024,-2.24212,-0.407419,0.167693,0.897713,19.6231,22.3377,70.2132,0.0601162,0.998136,0.0105001,204.167,-0.851763,-0.480654,0,25.0214,31.4527,2,1,5750
3.00484,-1.7024,-2.24212,-0.407419,0.167693,0.897713,19.6231,22.3377,70.2132,0.0601162,0.998136,0.0105001,204.167,-0.851763,-0.480654,0,25.0214,31.4527,2,1,5750
3.02423,-1.70487,-2.23325,-0.378048,0.163952,0.911153,20.1233,22.2549,70.342,0.0458133,0.998857,0.0135944,200.245,-0.851763,-0.480654,0,25.0214,31.4527,2,1,5783
3.04606,-1.70809,-2.22408,-0.344966,0.159072,0.925038,20.2616,22.2852,70.0442,0.0426999,0.998933,0.0175724,200.571,0.962152,-0.21484,0,24.8937,32.6398,2,1,5800
3.04606,-1.70809,-2.22408,-0.344966,0.159072,0.925038,20.2616,22.2852,70.0442,0.0426999,0.998933,0.0175724,200.571,0.962152,-0.21484,0,24.8937,32.6398,2,1,5800
3.04606,-1.70809,-2.22408,-0.344966,0.159072,0.925038,20.2616,22.2852,70.0442,0.0426999,0.998933,0.0175724,200.571,0.962152,-0.21484,0,24.8937,32.6398,2,1,5817
3.06931,-1.71256,-2.21517,-0.309741,0.152298,0.938544,21.1784,22.2044,69.9191,0.0242959,0.999634,0.011911,193.868,0.962152,-0.21484,0,24.8937,32.6398,2,1,5850
3.06931,-1.71256,-2.21517,-0.309741,0.152298,0.938544,21.1784,22.2044,69.9191,0.0242959,0.999634,0.011911,193.868,0.962152,-0.21484,0,24.8937,32.6398,2,1,5867
3.06931,-1.71256,-2.21517,-0.309741,0.152298,0.938544,21.1784,22.2044,69.9191,0.0242959,0.999634,0.011911,193.868,0.962152,-0.21484,0,24.8937,32.6398,2,1,5867
3.06931,-1.71256,-2.21517,-0.309741,0.152298,0.938544,21.1784,22.2044,69.9191,0.0242959,0.999634,0.011911,193.868,0.962152,-0.21484,0,24.8937,32.6398,2,1,5883
3.15494,-1.72142,-2.19189,-0.179989,0.138885,0.973815,22.2504,22.163,69.7454,0.00347744,0.999568,0.0291919,188.637,0.962152,-0.21484,0,24.8937,32.6398,2,1,5917
3.15494,-1.72142,-2.19189,-0.179989,0.138885,0.973815,22.2504,22.163,69.7454,0.00347744,0.999568,0.0291919,188.637,0.962152,-0.21484,0,24.8937,32.6398,2,1,5933
3.15494,-1.72142,-2.19189,-0.179989,0.138885,0.973815,22.2504,22.163,69.7454,0.00347744,0.999568,0.0291919,188.637,0.962152,-0.21484,0,24.8937,32.6398,2,1,5933
3.18624,-1.71921,-2.1872,-0.132566,0.142233,0.980916,23.2069,22.2,69.5884,-0.0136297,0.998563,0.0518214,184.51,0.962152,-0.21484,0,24.8937,32.6398,2,1,5950
3.21059,-1.71353,-2.18522,-0.0956758,0.150841,0.983917,23.7292,22.2052,69.5693,-0.0172375,0.999718,0.0163589,181.548,0.962152,-0.21484,0,24.8937,32.6398,2,1,5983
3.21059,-1.71353,-2.18522,-0.0956758,0.150841,0.983917,23.7292,22.2052,69.5693,-0.0172375,0.999718,0.0163589,181.548,0.962152,-0.21484,0,24.8937,32.6398,2,1,5983
3.21059,-1.71353,-2.18522,-0.0956758,0.150841,0.983917,23.7292,22.2052,69.5693,-0.0172375,0.999718,0.0163589,181.548,0.962152,-0.21484,0,24.8937,32.6398,2,1,5983
3.21059,-1.71353,-2.18522,-0.0956758,0.150841,0.983917,23.7292,22.2052,69.5693,-0.0172375,0.999718,0.0163589,181.548,0.962152,-0.21484,0,24.8937,32.6398,2,1,6000
3.2458,-1.71456,-2.1826,-0.0423342,0.149272,0.987889,24.3155,22.2202,69.5352,-0.0217525,0.999669,0.0137192,177.854,0.962152,-0.21484,0,24.8937,32.6398,2,1,6033
3.2458,-1.71456,-2.1826,-0.0423342,0.149272,0.987889,24.3155,22.2202,69.5352,-0.0217525,0.999669,0.0137192,177.854,0.962152,-0.21484,0,24.8937,32.6398,2,1,6050
3.2458,-1.71456,-2.1826,-0.0423342,0.149272,0.987889,24.3155,22.2202,69.5352,-0.0217525,0.999669,0.0137192,177.854,0.962152,-0.21484,0,24.8937,32.6398,2,1,6050
3.2458,-1.71456,-2.1826,-0.0423342,0.149272,0.987889,24.3155,22.2202,69.5352,-0.0217525,0.999669,0.0137192,177.854,0.962152,-0.21484,0,24.8937,32.6398,2,1,6066
3.31053,-1.70455,-2.18463,0.055754,0.164443,0.98481,25.4093,22.3623,69.5058,-0.0337214,0.999341,0.0134101,172.36,0.962152,-0.21484,0,24.8937,32.6398,2,1,6100
3.33826,-1.69807,-2.18792,0.0977685,0.174255,0.979835,25.6094,22.2718,69.7783,-0.0356063,0.999311,0.010471,171.758,0.962152,-0.21484,0,24.8937,32.6398,2,1,6116
3.33826,-1.69807,-2.18792,0.0977685,0.174255,0.979835,25.6094,22.2718,69.7783,-0.0356063,0.999311,0.010471,171.758,0.962152,-0.21484,0,24.8937,32.6398,2,1,6116
3.33826,-1.69807,-2.18792,0.0977685,0.174255,0.979835,25.6094,22.2718,69.7783,-0.0356063,0.999311,0.010471,171.758,0.962152,-0.21484,0,24.8937,32.6398,2,1,6133
3.36888,-1.69198,-2.19283,0.14416,0.183489,0.972394,26.0892,22.3247,69.7403,-0.0401975,0.999062,0.0160883,168.3,0.962152,-0.21484,0,24.8937,32.6398,2,1,6166
3.36888,-1.69198,-2.19283,0.14416,0.183489,0.972394,26.0892,22.3247,69.7403,-0.0401975,0.999062,0.0160883,168.3,0.962152,-0.21484,0,24.8937,32.6398,2,1,6183
3.36888,-1.69198,-2.19283,0.14416,0.183489,0.972394,26.0892,22.3247,69.7403,-0.0401975,0.999062,0.0160883,168.3,0.962152,-0.21484,0,24.8937,32.6398,2,1,6183
3.36888,-1.69198,-2.19283,0.14416,0.183489,0.972394,26.0892,22.3247,69.7403,-0.0401975,0.999062,0.0160883,168.3,0.962152,-0.21484,0,24.8937,32.6398,2,1,6200
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6233
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6233
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6233
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6266
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6283
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6299
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6300
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6316
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6349
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6366
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6366
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6383
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6416
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6433
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6433
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6449
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6483
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6483
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6483
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6499
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6533
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6549
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6549
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6566
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6600
3.42963,-1.67985,-2.20728,0.236198,0.201868,0.950505,27.2888,22.3577,69.9971,-0.0534338,0.99854,0.00793687,161.863,0.962152,-0.21484,0,24.8937,32.6398,2,1,6617
